"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000251039",40.9151202001674,4.41332974967741,0.903469012104516,4.88487119153885,1.03496491330451e-06,0.000300161164341057,NA
"ENSG00000253755",1960.02655226563,4.36189893258042,0.894017825247394,4.87898429919268,1.06633551377044e-06,0.000306103578299899,NA
"ENSG00000211677",935.66995671535,3.80735116020151,0.783791190938304,4.85760902166252,1.18811721759382e-06,0.000337617308740904,NA
"ENSG00000243238",373.318197226607,5.06248448661617,1.04897159335249,4.8261406874104,1.39204190700609e-06,0.000391609229278952,NA
"ENSG00000211640",1032.80633572255,6.35695269340921,1.31931979044399,4.81835620101621,1.4474578978172e-06,0.000403167183974194,NA
"ENSG00000211905",40.6167822887497,5.56872814736978,1.15682833294689,4.81378955612547,1.48094760959404e-06,0.00040845115836372,NA
"ENSG00000211890",7289.21311935936,4.2542374583943,0.886941549381618,4.79652516150628,1.61441686620955e-06,0.000436699762309682,NA
"ENSG00000224650",429.31778025879,5.03616519815626,1.04967453929162,4.79783495706675,1.60389849273614e-06,0.000436699762309682,NA
"ENSG00000253497",39.3297063043605,4.63917661682387,0.968868702005476,4.78824076701122,1.68249719728896e-06,0.000450781058610792,NA
"ENSG00000211668",1212.87574435898,5.2846702672944,1.11069168205141,4.75799931942752,1.95521157906713e-06,0.000518905774927514,NA
"ENSG00000211958",8.80585118455916,5.81626705337525,1.2231547552939,4.75513587156657,1.98312996295335e-06,0.000521396374932744,NA
"ENSG00000211934",1102.58240849472,5.59890344165258,1.17997340578348,4.74494036408811,2.08567773054789e-06,0.00054328042514605,NA
"ENSG00000243063",39.3214952398702,5.78136498597984,1.2189786601692,4.74279425464049,2.10790325661969e-06,0.000544032425827754,NA
"ENSG00000211942",76.0711899859286,5.4273365823847,1.14498205763672,4.74010622802848,2.13606199701224e-06,0.000546105787817407,NA
"ENSG00000211961",27.7191275260677,5.96714684919217,1.25933278709956,4.73833994502393,2.15476121312854e-06,0.000546105787817407,NA
"ENSG00000211639",105.412211095436,7.48425187537255,1.588006288911,4.71298629459774,2.44112621484553e-06,0.000613158595321737,NA
"ENSG00000239975",25.0432368892304,6.38137247145547,1.35564688671519,4.70725270274318,2.51077585702481e-06,0.000625072092122318,NA
"ENSG00000242534",29.0290563488665,6.87016194251882,1.46322997765948,4.69520311052404,2.66341945248457e-06,0.000657257158221894,NA
"ENSG00000116748",51.3672227440356,3.49449452557579,0.746065485621401,4.68389785202999,2.8147031861188e-06,0.000682614051999088,"AMPD1"
"ENSG00000211973",1987.25111420764,4.82110568635918,1.02926341550363,4.68403482892681,2.81282180550072e-06,0.000682614051999088,NA
"ENSG00000211904",121.46052359335,6.5246734262472,1.39465672570193,4.67833647234112,2.89211686042103e-06,0.000695393431772346,NA
"ENSG00000211965",274.456715073309,5.20587669319781,1.11488101630221,4.66944599206149,3.02013081813176e-06,0.000720019662505786,NA
"ENSG00000226777",331.652401231493,4.10616713046452,0.885712574059939,4.63600410643672,3.55208911839603e-06,0.000839725807384177,"FAM30A"
"ENSG00000105369",1712.01934463327,3.89832492038353,0.841972458386665,4.62999101877186,3.65681593360249e-06,0.000857279548700878,"CD79A"
"ENSG00000254709",72.824051783195,5.29427323797455,1.154289344078,4.58660843153102,4.505044749902e-06,0.00104740428846482,"IGLL5"
"ENSG00000235896",35.8829010218549,7.15200253560997,1.56200994854603,4.57871765942803,4.67835178449462e-06,0.00107878190492953,NA
"ENSG00000172640",24.5581452923035,-1.86767345579857,0.409113120045473,-4.56517614392561,4.99075109769807e-06,0.00114146186894668,"OR10AD1"
"ENSG00000168081",57.6197759507853,3.51982766949775,0.773227907615604,4.55212187096533,5.31075550942803e-06,0.00119521739192984,"PNOC"
"ENSG00000048462",93.7085368358399,3.34434651255401,0.734630355164029,4.55242080461987,5.30321267152488e-06,0.00119521739192984,"TNFRSF17"
"ENSG00000211896",120177.762801545,5.55220038311368,1.22191859622112,4.54383819043618,5.52390669009011e-06,0.00123332176988583,NA
"ENSG00000110777",1825.9507478172,3.05608522102837,0.677137573207274,4.51324124070264,6.38443312661424e-06,0.00141422734423553,"POU2AF1"
"ENSG00000253234",20.2441553114716,5.26103141717298,1.16832616641432,4.50305023409642,6.69850424562866e-06,0.00147220563623457,NA
"ENSG00000261693",16.2176396722139,-1.64812246009195,0.369740641584106,-4.45750960194903,8.29173241741924e-06,0.00180824043695223,NA
"ENSG00000211611",120.708473246409,5.40115479123581,1.21734055534494,4.43684782168893,9.12857800291592e-06,0.001975424279831,NA
"ENSG00000251546",128.376944563239,5.25888958555876,1.18888608026734,4.42337552171206,9.71706278799089e-06,0.00208672068970809,NA
"ENSG00000211939",573.179638976288,5.14678803944351,1.17078397153768,4.39601853507084,1.10254523511315e-05,0.00234975776925781,NA
"ENSG00000243264",122.943706212098,5.68702523595618,1.30260895194509,4.36587298702666,1.26616041693168e-05,0.00267816728188887,NA
"ENSG00000240505",153.670476669101,3.30453491207422,0.759307006390809,4.35204058998687,1.34876283236183e-05,0.00281062192592615,"TNFRSF13B"
"ENSG00000254030",21.9437421202764,5.75077813013648,1.32108512469406,4.3530715944351,1.34243285817212e-05,0.00281062192592615,NA
"ENSG00000126583",17.2978640645042,2.45878084535621,0.565896012641439,4.34493403457525,1.3931752231125e-05,0.00288182392475006,"PRKCG"
"ENSG00000197794",11.4870362517352,5.29131630437966,1.22138074634055,4.33224145724688,1.47598940243419e-05,0.00302710787048427,NA
"ENSG00000211970",223.947643679364,5.38427022758449,1.24321861860315,4.3309118340217,1.48493134553828e-05,0.00302710787048427,NA
"ENSG00000211676",15.6421868055505,4.86410303799511,1.12837268177577,4.31072385618222,1.62721007062392e-05,0.00329328587818649,NA
"ENSG00000244437",1411.9601928724,4.55982387891964,1.06123459275595,4.29671621151935,1.73346885942653e-05,0.00348328185381337,NA
"ENSG00000254228",6.34300054915553,4.90244828604751,1.14290306001889,4.28946991004336,1.79100075105819e-05,0.00357336405168573,NA
"ENSG00000132031",106.478756240497,1.43820662909194,0.335677656956107,4.28448721351747,1.83161141579709e-05,0.003628654390789,"MATN3"
"ENSG00000132704",570.296735574368,4.13873163090708,0.968642433255486,4.27271353062381,1.93108481600957e-05,0.0037989704925861,"FCRL2"
"ENSG00000239862",15.2537917819396,5.85777942827211,1.3723037343881,4.26857355371406,1.9672695928559e-05,0.00384327973515433,NA
"ENSG00000173227",39.5985160128468,2.81823121817969,0.662059381485284,4.25676502288538,2.07406141602375e-05,0.00402396522452278,"SYT12"
"ENSG00000254098",20.5836310125625,6.07638109771069,1.43164314792725,4.24434057223559,2.19237170015229e-05,0.00416728382896515,NA
"ENSG00000242580",46.5514923776824,5.5648377515316,1.31098926294011,4.24476226376677,2.18825297095969e-05,0.00416728382896515,NA
"ENSG00000222037",880.487270440387,6.32292859088026,1.48951429459854,4.24495999387804,2.18632424649355e-05,0.00416728382896515,NA
"ENSG00000253957",8.99171975634118,5.60146997944355,1.32102900312214,4.24023239929248,2.23288487156909e-05,0.00421580652395849,NA
"ENSG00000006607",1222.50288708045,0.350048435794501,0.0830997798940056,4.21238703930371,2.52686089256804e-05,0.00473904337531494,"FARP2"
"ENSG00000239571",9.66526367073545,5.12763416893269,1.22227657279587,4.19515049462465,2.72690469974369e-05,0.00508034986842315,NA
"ENSG00000132185",262.35690475352,4.42732774019662,1.05623241320638,4.1916226815618,2.76966351264167e-05,0.00512606407484443,"FCRLA"
"ENSG00000248923",73.1095728032415,2.43235082824198,0.580828885696066,4.18772359320085,2.8176637939386e-05,0.00518081816020135,NA
"ENSG00000142615",14.6463472980115,-3.28241950595192,0.785239364092633,-4.18015150035792,2.9131494788935e-05,0.00532160526884623,"CELA2A"
"ENSG00000268204",152.514000383174,-1.31293346688385,0.314736097784911,-4.17153760284943,3.02551115952021e-05,0.005491205157395,NA
"ENSG00000231486",206.775431376675,3.63773842531529,0.873644906426083,4.16386382906597,3.12906774274128e-05,0.00564275216274344,NA
"ENSG00000083454",1059.02098058232,2.79418457952528,0.671977210284063,4.15815378373338,3.20830020520983e-05,0.00574878352694031,"P2RX5"
"ENSG00000222004",3.1644495015201,4.14796620114632,1.00565465900452,4.12464275286341,3.71310638022095e-05,0.00652856929302349,"LINC02860"
"ENSG00000211938",721.315510052055,4.81544127336798,1.16686826722607,4.12680797706106,3.67833285735352e-05,0.00652856929302349,NA
"ENSG00000211968",30.6863870599799,4.73333957332115,1.14730322658112,4.12562212295536,3.69733920502108e-05,0.00652856929302349,NA
"ENSG00000228325",10.7345142675037,4.97873506024105,1.20990062769093,4.11499502214729,3.87187770443079e-05,0.00676544494292217,NA
"ENSG00000251359",59.9959658878835,-0.924347893555175,0.224761842238707,-4.11256592466205,3.91285683466959e-05,0.00679484496746451,"WWC2-AS2"
"ENSG00000174788",178.774143660811,-1.29990380239182,0.316773598721259,-4.1035736805063,4.06816810446177e-05,0.00702120890274346,"PCP2"
"ENSG00000262050",15.855223916901,-1.03482190234832,0.252368168875818,-4.10044542050594,4.12355684473297e-05,0.00707340860707487,"LOC105371592"
"ENSG00000026751",673.002332923451,2.47138855586311,0.604527636066694,4.08813163934569,4.34861379245926e-05,0.00741425473996751,"SLAMF7"
"ENSG00000211658",122.413626068415,5.13769690703958,1.260275741594,4.07664508446492,4.56901511458271e-05,0.00774310440984584,NA
"ENSG00000254046",8.95120925115113,4.96156046426257,1.21892805998255,4.0704292789302,4.69265855688114e-05,0.0079050221869569,NA
"ENSG00000160856",637.196441352717,2.81205966246311,0.691416821732994,4.06709755110507,4.76023196122885e-05,0.00797112175793393,"FCRL3"
"ENSG00000177455",843.39382140229,3.25941738692266,0.803512786640099,4.05645988603612,4.98221145699094e-05,0.00829346584071415,"CD19"
"ENSG00000161405",197.914074080345,2.37772860086523,0.590279809404666,4.02813811853623,5.62203140224098e-05,0.00930346984752019,"IKZF3"
"ENSG00000164404",88.7246334592628,-0.864210073284242,0.216856331685458,-3.98517334756795,6.7430880819592e-05,0.0110933657264138,"GDF9"
"ENSG00000257818",11.8339404567755,-1.31660352666592,0.33072869322577,-3.9809171494145,6.86498757966626e-05,0.011228245964603,NA
"ENSG00000253128",5.9270646208712,4.83156590787232,1.21695808231805,3.97019912030921,7.18125907912565e-05,0.0116776404863562,NA
"ENSG00000162543",674.14738734805,-1.18537591361389,0.299981483344826,-3.95149694040052,7.76638653338561e-05,0.0125565509170807,"UBXN10"
"ENSG00000235621",71.1210280888155,3.36387919013322,0.852533003014696,3.94574659073372,7.95517137396499e-05,0.0127882789195647,"LINC00494"
"ENSG00000197476",7.79470286506084,5.19972200991803,1.32885041045045,3.91294758915374,9.11763289706859e-05,0.0145737073102462,NA
"ENSG00000224607",28.5361725063705,4.75580943259525,1.21768609899365,3.90561199353896,9.39872165995598e-05,0.0148542043672967,NA
"ENSG00000213642",2.12710741403172,-3.26712742912072,0.836458535043259,-3.90590482641409,9.38734565214198e-05,0.0148542043672967,NA
"ENSG00000117322",607.027871053866,3.50765839674427,0.899730433038539,3.8985659125682,9.67640628124694e-05,0.015207634720896,"CR2"
"ENSG00000158406",243.960289470178,-1.54843266966737,0.397943062969795,-3.89109099706785,9.97944954171018e-05,0.0155967708059662,"H4C8"
"ENSG00000187837",2361.11694382814,-1.54638673921945,0.397659716949033,-3.88871860364384,0.000100774877298306,0.0156629770616351,"H1-2"
"ENSG00000163518",27.3008837935811,5.66214657639492,1.45748225159478,3.88488200813382,0.000102379597892665,0.0158249607028377,"FCRL4"
"ENSG00000211933",147.299770905257,4.45171984235861,1.14983108679183,3.87162940147972,0.000108110238251073,0.0166194383742032,NA
"ENSG00000204165",43.6720820154873,2.51671258721619,0.650524099039726,3.86874612474963,0.000109396473459413,0.016725769518262,"CXorf65"
"ENSG00000150556",39.5886941772443,3.73158113397554,0.967024536353169,3.85882776878448,0.000113932191534352,0.0173250833094292,"LYPD6B"
"ENSG00000270472",10.0622632543414,4.64919045410517,1.21083223287054,3.83966525493235,0.000123202178027548,0.018633998238016,NA
"ENSG00000253209",10.1552546417006,5.89038446635167,1.53559893184029,3.83588731680904,0.000125111765185971,0.0188216266214532,NA
"ENSG00000145996",691.234087236766,0.305993178816738,0.0800415184977823,3.82293070595876,0.000131874848938481,0.0197335279273263,"CDKAL1"
"ENSG00000163961",1193.87456194856,0.39147324104013,0.102590754124338,3.81587253531321,0.00013570254726581,0.0199873510978103,"RNF168"
"ENSG00000211957",10.6964833506558,4.68681188395141,1.22820539037149,3.81598380913621,0.000135641398843404,0.0199873510978103,NA
"ENSG00000204524",121.801359530093,0.708296516975558,0.185585541789785,3.8165500940685,0.000135330609680316,0.0199873510978103,"ZNF805"
"ENSG00000103404",987.567848220967,0.633102389171399,0.166041889996591,3.81290762942049,0.000137341452258692,0.0201233840361538,"USP31"
"ENSG00000070915",18.9289834646628,2.48109825382625,0.652569873564599,3.80204228594478,0.000143508225745909,0.0208101721994016,"SLC12A3"
"ENSG00000241693",4.23316099740958,2.09543743390175,0.550969775500101,3.80318036865049,0.000142850269464224,0.0208101721994016,NA
"ENSG00000241520",8.4885563703045,-1.43496989560566,0.37828703958429,-3.79333613222009,0.000148636733612483,0.0214433261024942,NA
"ENSG00000161513",762.613947685688,-0.692846708730406,0.182740131152859,-3.79143160486655,0.000149781398723843,0.0214982158617304,"FDXR"
"ENSG00000196092",411.035620902334,3.63301761562341,0.959667931160278,3.78570284330637,0.00015327474730528,0.021887945132955,"PAX5"
"ENSG00000007171",68.0908070097367,1.59692598087054,0.422016728875263,3.78403478252292,0.000154306244413334,0.0219239558981612,"NOS2"
"ENSG00000137634",4.74331581117355,3.68490996682621,0.97567409530948,3.77678364583142,0.000158866617207387,0.0224584707300412,"NXPE4"
"ENSG00000227946",114.78618067676,-0.403350318916443,0.107115248949233,-3.7655732761972,0.000166167380304707,0.0233731037136602,NA
"ENSG00000242766",26.9728807922658,5.89556459012423,1.56719158298551,3.76186590977801,0.000168650462584674,0.0236043523056321,NA
"ENSG00000232613",15.1341030051691,4.47598832791157,1.19138720511917,3.75695517685524,0.000171993288420963,0.0239530454943492,NA
"ENSG00000260100",3.93379752800254,-2.4549221100604,0.654202187017222,-3.75254341666665,0.000175049503210878,0.0242585843562976,NA
"ENSG00000269919",22.3178224143581,1.67287833425197,0.446297448102879,3.74834841956422,0.000178002864269453,0.0245469440079817,NA
"ENSG00000102096",2015.47913807151,1.8544851306557,0.497061952514747,3.73089334493104,0.000190801991768993,0.0261836177192454,"PIM2"
"ENSG00000165862",11.917034069569,-3.87580904483767,1.04014175396855,-3.7262315737734,0.000194363848830367,0.0265429310451257,NA
"ENSG00000249096",117.225717001193,2.01174960409366,0.540152838241351,3.72440809650022,0.000195774014285223,0.0266063505790913,NA
"ENSG00000235253",5.22529965937328,1.76362785520408,0.474372504847717,3.71781213536024,0.000200955617348779,0.0271792472464224,NA
"ENSG00000271130",5.37197035115641,5.24291215882679,1.41170378836132,3.71388969984466,0.000204097778669066,0.0274721469354936,NA
