"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000140718",1262.52364138673,0.622360345772192,0.145442165031574,4.27909159381038,1.87657632314836e-05,0.0010433392757433,"FTO",79068
"ENSG00000116983",47.4002974823801,-2.05914812019441,0.481403315281558,-4.27738666276131,1.89100179984102e-05,0.00104928176944933,"HPCAL4",51440
"ENSG00000224298",40.3555437976588,-2.44910718395009,0.572849240582701,-4.2753084240085,1.9087287102838e-05,0.00105702911239918,NA,NA
"ENSG00000103522",115.210144488553,-2.53414857273243,0.592841735690733,-4.27457855979023,1.91499175724546e-05,0.00105840991275946,"IL21R",50615
"ENSG00000253535",4.68189491593756,-5.27728142043778,1.23590183194362,-4.26998430137331,1.95486726631953e-05,0.00107832629148239,"RP11-624C23.1",NA
"ENSG00000184293",69.8366613204651,-2.99092667940426,0.700607499944227,-4.26904747614371,1.96309485717593e-05,0.00108074145695939,"CLECL1",160365
"ENSG00000261416",27.9165171388002,-3.12278481608432,0.731624324823951,-4.26829003646886,1.96977110860381e-05,0.00108229478309724,"RP11-455F5.5",NA
"ENSG00000142512",373.125373469591,-2.77617459380383,0.650656076523305,-4.26673121787774,1.98357900456168e-05,0.001087752884982,"SIGLEC10",89790
"ENSG00000076662",1085.74275636707,-1.71581445935036,0.402219479949385,-4.26586613747867,1.99128154048744e-05,0.00108984818347497,"ICAM3",3385
"ENSG00000140009",169.005095135858,-1.08485483716653,0.254382681489853,-4.26465681866714,2.00209687140759e-05,0.00109363567818114,"ESR2",2100
"ENSG00000238121",208.422378062039,-2.58006769648686,0.605102152443123,-4.26385476579407,2.00930071773387e-05,0.00109543953887017,"LINC00426",100188949
"ENSG00000196405",7575.02408543415,-1.11048265663223,0.260588929226794,-4.26143451269092,2.03118876641505e-05,0.0011052264921441,"EVL",51466
"ENSG00000122223",77.1034042457558,-2.17103601985925,0.509965116107999,-4.2572245655318,2.06980422996248e-05,0.00112405983297208,"CD244",51744
"ENSG00000224137",18.8981318417531,-4.01789671512453,0.944776453633319,-4.25274857313912,2.11162617192811e-05,0.00114455845616265,"AC079767.4",NA
"ENSG00000167286",315.536288914185,-2.29068909502393,0.538799787848243,-4.25146621562725,2.12375550604633e-05,0.0011489149006409,"CD3D",915
"ENSG00000164638",1258.86240942842,1.95456392451187,0.459844005004623,4.25049343525142,2.13300087808723e-05,0.00115169741642414,"SLC29A4",222962
"ENSG00000188404",1029.74772934715,-2.57366745756358,0.606775040837232,-4.24155129059432,2.21980146198095e-05,0.00119626421589327,"SELL",6402
"ENSG00000251606",8.87693826208068,-2.62319661166334,0.61881186203785,-4.23908585563424,2.24431819484356e-05,0.00120485128024135,NA,NA
"ENSG00000224478",5.74367927936233,-4.32043031707279,1.01914270974737,-4.23927902908097,2.24238797589182e-05,0.00120485128024135,"RP11-13P5.1",NA
"ENSG00000255569",5.46505804411224,-4.04848089636916,0.95607344616862,-4.23448733211145,2.29073696955967e-05,0.0012274240819528,"TRAV1-1",NA
"ENSG00000139436",4393.18382024627,-0.367816982452509,0.0869534834999421,-4.23004309485489,2.33646547569894e-05,0.00124954173640379,"GIT2",9815
"ENSG00000164251",398.929449122915,0.938889438055966,0.222084064843371,4.22763082402213,2.36164864154107e-05,0.00126052151672857,"F2RL1",2150
"ENSG00000101307",108.396273803949,-2.20735316227971,0.522176219426103,-4.22721885861769,2.36597513735783e-05,0.00126052151672857,"SIRPB1",10326
"ENSG00000211957",10.6964833506558,-5.60873198920623,1.3272561565626,-4.22580973648074,2.38083094486023e-05,0.00126312007678139,"IGHV3-35",NA
"ENSG00000261218",10.6942918076969,-3.83059346170015,0.90654693303768,-4.22547727216339,2.38434890014651e-05,0.00126312007678139,"RP11-960L18.1",NA
"ENSG00000007264",236.835554891776,-1.91131100593802,0.452252379614723,-4.22620442056332,2.37666102556123e-05,0.00126312007678139,"MATK",4145
"ENSG00000227032",3.27004256949157,-3.52273805460147,0.833812259610167,-4.22485759114223,2.39091923010932e-05,0.00126421542794312,"RP11-34E5.4",NA
"ENSG00000253651",11.3455069265877,-3.11942096668303,0.738460623443705,-4.22422112655927,2.39768544272152e-05,0.00126541004088895,"SOD1P3",NA
"ENSG00000143772",2701.76862437735,-0.997350040765887,0.23619804379206,-4.22251609180945,2.41590144472816e-05,0.00127263161094995,"ITPKB",3707
"ENSG00000237604",23.5206711412423,-2.74313697311368,0.649884115889262,-4.22096325490297,2.43260591539241e-05,0.00127903139113245,"AP001056.1",NA
"ENSG00000079689",91.2280341663891,4.67587739452871,1.10809923384574,4.21972802769726,2.44597214624369e-05,0.0012836553261698,"SCGN",10590
"ENSG00000126583",17.2978640645042,-2.64000979302211,0.625793215191739,-4.21866157851076,2.45756822645221e-05,0.00128733475921826,"PRKCG",5582
"ENSG00000254046",8.95120925115113,-5.55465971996835,1.31811527291774,-4.2140925259691,2.50784467989738e-05,0.00131122448933852,"IGHV1-17",NA
"ENSG00000133935",1816.43581060222,0.532125283039271,0.126341451451443,4.2118028321353,2.53340629482739e-05,0.00132212729628009,"C14orf1",11161
"ENSG00000185155",21.7131848173892,-3.18759988684582,0.757507974296057,-4.20800835767837,2.57631340301096e-05,0.00134202507265934,"MIXL1",83881
"ENSG00000165118",867.960331191566,0.640237692766077,0.152171725633205,4.20733674473343,2.5839794967747e-05,0.00134352578390636,"C9orf64",84267
"ENSG00000072786",2468.22613969582,-1.29780084515615,0.30851874004453,-4.20655434081193,2.5929375684605e-05,0.00134569146228587,"STK10",6793
"ENSG00000134207",11.0203114639396,-2.86004747466815,0.680099309856461,-4.20533800463903,2.60692258823389e-05,0.00135045323818898,"SYT6",148281
"ENSG00000121966",7334.31889450391,-2.29822061375662,0.546713850021632,-4.20369927278353,2.62587763413831e-05,0.00135527143995775,"CXCR4",7852
"ENSG00000125245",82.1043269298199,-2.54813682964804,0.606128663032607,-4.2039536901276,2.62292624385813e-05,0.00135527143995775,"GPR18",2841
"ENSG00000110013",3711.72778418991,0.904977539093029,0.215332520821508,4.20269792802535,2.63752452687116e-05,0.0013587848833204,"SIAE",54414
"ENSG00000239571",9.66526367073545,-5.55876421787224,1.32325368301472,-4.20083033905327,2.65937830666887e-05,0.00136753415231395,"IGKV2D-30",NA
"ENSG00000184445",1091.10555163279,-1.2146462358374,0.289209509476456,-4.19988346177214,2.67052396358155e-05,0.0013707550516541,"KNTC1",9735
"ENSG00000114200",82.1792497526955,1.66216963287561,0.39610728838044,4.19626116871444,2.71357321686241e-05,0.00138970982595907,"BCHE",590
"ENSG00000138755",1308.91376190485,-2.78161374721758,0.662928888759583,-4.19594589160581,2.71735119297479e-05,0.00138970982595907,"CXCL9",4283
"ENSG00000109684",102.263550991163,-3.04236997285248,0.725909055322771,-4.19111726261593,2.77584139510544e-05,0.00141447003358213,"CLNK",116449
"ENSG00000211958",8.80585118455916,-5.56956844658863,1.32885990628893,-4.1912382337899,2.77436153779613e-05,0.00141447003358213,"IGHV3-38",NA
"ENSG00000160229",119.170510942182,-1.13698411611603,0.271366104574566,-4.18985310600429,2.79135096684194e-05,0.00141979639666705,"ZNF66",NA
"ENSG00000152952",4841.68610086221,0.88209645318122,0.210668141448417,4.18713739588958,2.8249482912813e-05,0.00143428703751004,"PLOD2",5352
"ENSG00000263391",4.62982610593951,-2.83795061127507,0.67792279724132,-4.18624454410381,2.83607790364858e-05,0.00143733861553684,NA,NA
"ENSG00000105639",2777.04007739968,-1.89570395172697,0.452926084454634,-4.18545987257409,2.84589342651897e-05,0.00143971440966438,"JAK3",3718
"ENSG00000182487",163.21342289054,-2.39925052651118,0.574176534360572,-4.17859383470467,2.93316976679538e-05,0.00147972812492594,"NCF1B",654816
"ENSG00000236935",12.3706978545315,-2.58407602334178,0.618435111861478,-4.17841091778208,2.93552931432757e-05,0.00147972812492594,"AP003774.1",NA
"ENSG00000137101",590.033562349645,-1.82482930113119,0.437199728065172,-4.17390310192318,2.99425146997431e-05,0.00150662362943493,"CD72",971
"ENSG00000115232",696.894606555867,-2.11531094810989,0.506915439894952,-4.17290692220431,3.00737822475038e-05,0.00151052161746541,"ITGA4",3676
"ENSG00000211633",4.75205586451886,-5.34361837119999,1.28172656069128,-4.16907828477706,3.05833936848476e-05,0.00153337490087404,"IGKV1D-42",NA
"ENSG00000125354",2633.7779790007,-1.53894355607044,0.369574963416295,-4.16409039682957,3.12596256720576e-05,0.0015644857575657,"SEPT6",23157
"ENSG00000258878",3.62839465064281,-4.7952710905591,1.1536706432128,-4.15653385892269,3.23112304554039e-05,0.00161423917703981,"CTD-2509G16.3",NA
"ENSG00000233175",147.86836963712,-1.39206532407461,0.335000385809983,-4.1554140921623,3.24698931651577e-05,0.00161928453001445,"CTD-2020K17.3",NA
"ENSG00000116824",755.042477628107,-2.18768038557862,0.526623034459313,-4.15416767294414,3.26473720128862e-05,0.00161985258472465,"CD2",914
"ENSG00000272382",33.6030922240367,-1.53084612482382,0.368512850434437,-4.15411870446069,3.26543634631247e-05,0.00161985258472465,"CTD-2035E11.4",NA
"ENSG00000179467",3.58968517459165,-4.00039603361738,0.962831261786348,-4.15482566093192,3.25535659380741e-05,0.00161985258472465,NA,NA
"ENSG00000143167",46.6007745170641,-3.72621088440756,0.898770049275777,-4.14590015255861,3.3848131210323e-05,0.00165583243638618,"GPA33",10223
"ENSG00000242076",325.336397399555,-4.78712291044359,1.1544241162179,-4.14676273926696,3.37209175708248e-05,0.00165583243638618,"IGKV1-33",NA
"ENSG00000234511",71.9325462596747,-1.86652565535439,0.450212443790726,-4.14587753203467,3.38514733940829e-05,0.00165583243638618,"C5orf58",133874
"ENSG00000234745",54423.7127466211,-1.0819272177843,0.260929187797164,-4.14643998595264,3.37684637230504e-05,0.00165583243638618,"HLA-B",3106
"ENSG00000140030",119.360458425828,-2.08351204536077,0.502386381206129,-4.14723034561302,3.36521452938034e-05,0.00165583243638618,"GPR65",8477
"ENSG00000255568",42.3005503565254,1.06057605233817,0.255729674154996,4.14725454072788,3.36485904727223e-05,0.00165583243638618,"BRWD1-AS2",103091865
"ENSG00000100055",1275.3859473706,-2.06789154625817,0.498586795283175,-4.14750564158785,3.36117190112647e-05,0.00165583243638618,"CYTH4",27128
"ENSG00000167077",434.038326499267,-2.48442663487771,0.599048854095827,-4.14728551417993,3.36440402779519e-05,0.00165583243638618,"MEI1",150365
"ENSG00000063127",444.707428070401,-1.04512906839155,0.252145678597906,-4.14494142514418,3.39900584575665e-05,0.00165971977619669,"SLC6A16",28968
"ENSG00000197217",4391.66051840484,-0.941066304166251,0.227139273581115,-4.14312456551105,3.42605731008677e-05,0.0016700244981824,"ENTPD4",9583
"ENSG00000272255",10.6641506458981,-2.05418144458005,0.495853368477789,-4.14271955212514,3.4321154176578e-05,0.00167007806900482,"CTD-3224K15.3",NA
"ENSG00000225194",420.192959467901,1.31431710459094,0.317382502091711,4.14111394273133,3.45623205734017e-05,0.00167890358951453,"LINC00092",100188953
"ENSG00000262488",30.2892010373984,-3.80632372125643,0.919457059326894,-4.13975147903363,3.47682273530863e-05,0.00168598880724111,"RP11-876N24.1",NA
"ENSG00000069424",2082.16262881289,-1.61657250249393,0.390662982344745,-4.13802324651116,3.50310885527221e-05,0.00169288790584299,"KCNAB2",8514
"ENSG00000167723",137.942556526128,-1.53146511186359,0.370093121492677,-4.13805343284093,3.50264811124738e-05,0.00169288790584299,"TRPV3",162514
"ENSG00000184828",2578.09765409945,0.748029474105816,0.180925312785998,4.13446555701468,3.55781603998564e-05,0.001716371150424,"ZBTB7C",201501
"ENSG00000272211",37.9117424971192,-2.30550916486372,0.557812523460483,-4.13312549987424,3.57863189248428e-05,0.00172345193216606,"RP11-347P5.1",NA
"ENSG00000227619",3.73561733586936,-4.73756287817905,1.14639597727215,-4.13257109419739,3.58727755890489e-05,0.00172465739762625,"RP11-492E3.2",NA
"ENSG00000187156",5.445213587769,-5.55796533647808,1.34534958038821,-4.13124247964926,3.60807739595872e-05,0.00173169212045014,NA,NA
"ENSG00000172243",467.474155556689,-2.19687595461453,0.531943707452842,-4.12990307777875,3.62916199186067e-05,0.00173883927040055,"CLEC7A",64581
"ENSG00000110324",2141.00368947906,-2.01029755776764,0.487127894653171,-4.12683728407495,3.67786431407702e-05,0.00175917199908587,"IL10RA",3587
"ENSG00000211689",78.9042262761463,-2.14169672811778,0.519195309914988,-4.12503096083139,3.70684888123613e-05,0.00177002034079025,"TRGC1",445347
"ENSG00000242766",26.9728807922658,-7.07479474639794,1.71698732243145,-4.12046999646987,3.78100305145779e-05,0.00179991529204617,"IGKV1D-17",NA
"ENSG00000173762",433.155498780729,-2.04910128184492,0.497307319858487,-4.12039236106157,3.78227738827951e-05,0.00179991529204617,"CD7",924
"ENSG00000221946",29.6132152056348,-2.18139841947307,0.529870895255487,-4.11684891358538,3.84087679680638e-05,0.00182470893103101,"FXYD7",53822
"ENSG00000118513",84.1876203058871,-2.40115173289416,0.583613430348522,-4.11428457268408,3.88382072020714e-05,0.00184199382366986,"MYB",4602
"ENSG00000230138",9.17019052596042,-4.23185099420407,1.02906706049766,-4.11231799816575,3.91706245475951e-05,0.00185462668705367,"RP11-117D22.2",NA
"ENSG00000127084",1855.10602583484,-1.68406588793707,0.409569460240443,-4.11179555953322,3.92593872157773e-05,0.00185570002501242,"FGD3",89846
"ENSG00000164691",493.474299953626,-2.32969213804302,0.566689799429781,-4.11105359649534,3.93857753608765e-05,0.0018585452349703,"TAGAP",117289
"ENSG00000081320",2270.32782284164,-1.38744756364494,0.337794990381045,-4.10736571930758,4.00197298738556e-05,0.00188529187192658,"STK17B",9262
"ENSG00000253883",10.6532233457351,-5.13726455578494,1.25120262538207,-4.10586139412568,4.02810974260435e-05,0.00189442608447407,"IGHV3-19",NA
"ENSG00000128340",667.291810011938,-2.4015138442896,0.58529703139225,-4.10306855405896,4.07706378383027e-05,0.00191424280700004,"RAC2",5880
"ENSG00000007933",293.829037842888,-1.58050787405181,0.38534442366424,-4.10154598585535,4.10398922719121e-05,0.0019236678719841,"FMO3",2328
"ENSG00000170486",72.5458997421189,-4.07801520775405,0.994680190156461,-4.0998254998047,4.13461773248017e-05,0.00193157507612056,"KRT72",140807
"ENSG00000211662",992.995369659119,-4.64056994634172,1.13180879751226,-4.10013595630444,4.12907492185193e-05,0.00193157507612056,"IGLV3-21",NA
"ENSG00000259834",491.058309944334,-1.94981215360981,0.475674523778312,-4.09904684010053,4.14855079884906e-05,0.00193486479699809,"RP11-284N8.3",NA
"ENSG00000197520",84.2706272522536,-3.95231570759821,0.964865867012767,-4.09623331358442,4.19926727875988e-05,0.00195527076924944,"FAM177B",400823
"ENSG00000122483",229.706741327876,-0.884747651057105,0.216033676210088,-4.09541543049384,4.21412040011001e-05,0.00195893805420346,"CCDC18",343099
"ENSG00000226945",29.2527342058503,-2.72601324173878,0.665897277972437,-4.09374438357685,4.24462245227698e-05,0.00196985561310051,"RP11-564A8.4",NA
"ENSG00000224607",28.5361725063705,-5.4359307295,1.32832512153322,-4.09231944904088,4.27079748963712e-05,0.00197596841876593,"IGKV1D-27",NA
"ENSG00000214922",216.867267351857,-1.06446178630366,0.260135652658375,-4.09194885601312,4.27763007042372e-05,0.00197596841876593,"HLA-F-AS1",285830
"ENSG00000211950",582.764622120194,-5.82685765144881,1.42400514173888,-4.09187964330911,4.27890728571317e-05,0.00197596841876593,"IGHV1-24",NA
"ENSG00000074966",407.138302232178,-2.1473484987687,0.525164663045109,-4.08890515656088,4.33414005487784e-05,0.00199818801840402,"TXK",7294
"ENSG00000246528",6.85269747456089,-4.51184286496205,1.10536020348864,-4.08178515086953,4.46911015399829e-05,0.00205703616055426,"RP11-159H10.3",101929759
"ENSG00000213714",15.0786864489557,-1.53512402200546,0.376155224232787,-4.0810918554608,4.48246347613334e-05,0.00205980567953185,"FAM209B",388799
"ENSG00000184368",36.9058849582087,-1.7191889664977,0.421308794438959,-4.08059121762953,4.49212960709101e-05,0.00206087455846886,"MAP7D2",256714
"ENSG00000089041",241.590211264602,-1.77264040372236,0.434568467875005,-4.07908197387259,4.52138930219555e-05,0.00206754148921408,"P2RX7",5027
"ENSG00000197540",128.068205207982,-2.05587814247158,0.503973501874577,-4.07933777237206,4.51641745070225e-05,0.00206754148921408,"GZMM",3004
"ENSG00000123219",88.7700561572291,-1.47719432771848,0.362383860811964,-4.07632482420341,4.57530943742554e-05,0.00208130130079375,"CENPK",64105
"ENSG00000132744",31.0618897685373,-3.37504073903769,0.827874704528894,-4.07675306489558,4.56689474335383e-05,0.00208130130079375,"ACY3",91703
"ENSG00000122986",308.929524433078,-1.45383010323587,0.356702310966214,-4.07575184836293,4.58659109676863e-05,0.00208130130079375,"HVCN1",84329
"ENSG00000211955",1089.4117561868,-5.74964679771318,1.41073027613703,-4.07565279839127,4.58854402247866e-05,0.00208130130079375,"IGHV3-33",NA
"ENSG00000248714",7.34355786211209,-2.84589153690114,0.698196795080878,-4.07605929582,4.58053430662867e-05,0.00208130130079375,"RP11-1079K10.3",102724596
"ENSG00000228314",234.982985930103,-2.03128942536816,0.498710130528531,-4.07308635021192,4.63942136011966e-05,0.00210098441174322,"CYP4F29P",54055
"ENSG00000138134",479.031923207322,-1.81572925570107,0.446040950665183,-4.07076806063046,4.68583863450145e-05,0.00211858762223667,"STAMBPL1",57559
"ENSG00000149043",33.70711315066,-3.62332304473169,0.890619339102032,-4.06831840007528,4.73536456680699e-05,0.00213753747495563,"SYT8",90019
"ENSG00000253325",7.56480813423204,-5.90286611296417,1.45107891263418,-4.06791530189668,4.74356159549615e-05,0.00213780062466686,"IGHV7-34-1",NA
"ENSG00000162894",1501.87743014212,-2.58128644446139,0.63473921914355,-4.06668812420997,4.76859923929474e-05,0.00214098960408812,"FCMR",9214
"ENSG00000119431",2989.72902687451,0.708564698616735,0.17424659205907,4.06644795885897,4.77351388025488e-05,0.00214098960408812,"HDHD3",81932
"ENSG00000253957",8.99171975634118,-5.84582385534889,1.43739387478464,-4.06696032166185,4.76303490708024e-05,0.00214098960408812,"IGHV3-22",NA
"ENSG00000006607",1222.50288708045,-0.37426739747237,0.0920485902802392,-4.06597641889923,4.78317724633932e-05,0.00214190219370764,"FARP2",9855
"ENSG00000188822",169.989555534497,-2.43709055040198,0.599614081513527,-4.06443181629483,4.81496115231083e-05,0.00215270166040496,"CNR2",1269
"ENSG00000178104",6182.3974699799,-0.815670732337742,0.200822168110676,-4.06165683804496,4.8725666146361e-05,0.00217471991600494,"PDE4DIP",653513
"ENSG00000223750",6.805480439838,-4.27503235748664,1.05262261004143,-4.06131534388983,4.87970063426687e-05,0.00217471991600494,"SIRPB3P",NA
"ENSG00000163219",1160.37219346584,-1.60323443093352,0.395077203310858,-4.05802819676247,4.94887938152065e-05,0.00220205525190103,"ARHGAP25",9938
"ENSG00000225215",3.84470335108445,-3.59585154069636,0.886273930617917,-4.05726877037814,4.96499335780628e-05,0.00220572972321404,"SMARCE1P1",NA
"ENSG00000211637",497.54463857533,-5.16389130529912,1.27345562662261,-4.0550225679983,5.01294626719739e-05,0.00222351488695262,"IGLV4-69",NA
"ENSG00000023902",1850.14052936383,-1.12818695222507,0.278246692024878,-4.05462844504974,5.02140531743203e-05,0.00222375389743753,"PLEKHO1",51177
"ENSG00000259785",3.16839282754313,-4.84583275042014,1.1953645250938,-4.05385357244049,5.03807585229707e-05,0.00222762292448732,NA,NA
"ENSG00000162654",2087.69568341729,-1.19185801060723,0.294077811772863,-4.05286615614436,5.05939505272485e-05,0.00223353199520999,"GBP4",115361
"ENSG00000162337",6014.44406537998,0.819610488099845,0.202365194312872,4.05015541769829,5.11836276772185e-05,0.00225601681992663,"LRP5",4041
"ENSG00000248479",11.9742208381347,2.7241195592566,0.673071080146798,4.04729847947481,5.18121553066963e-05,0.00227264571145283,"RP11-807H7.2",NA
"ENSG00000213903",1535.81684619704,-0.942722782748255,0.232915920872116,-4.04748107908803,5.17717654862135e-05,0.00227264571145283,"LTB4R",1241
"ENSG00000254228",6.34300054915553,-4.99173230656363,1.23329663297898,-4.0474709596071,5.17740030669042e-05,0.00227264571145283,"IGHV3-42",NA
"ENSG00000076928",11738.409574684,-1.06354710527225,0.262800773824965,-4.04697098030851,5.18846707640155e-05,0.00227264571145283,"ARHGEF1",100505585
"ENSG00000223534",101.253172930574,-2.2465274985777,0.555408710762901,-4.04481862643441,5.23636474195712e-05,0.00228564853646328,"HLA-DQB1-AS1",106480429
"ENSG00000177084",2504.13968061545,-0.615222803525923,0.15209066538836,-4.04510560825653,5.22995423409864e-05,0.00228564853646328,"POLE",5426
"ENSG00000172775",4678.09117555187,-0.371574836571201,0.0918707070797502,-4.04454094653531,5.24257455384247e-05,0.00228564853646328,"FAM192A",80011
"ENSG00000229153",14.0425606897396,-1.95008015057828,0.482195940623367,-4.04416542382601,5.25098354515056e-05,0.00228576534879368,"EPHA1-AS1",285965
"ENSG00000138378",529.031558868403,-1.52884699258318,0.378101787197069,-4.04347994204623,5.26636634677301e-05,0.00228891281607347,"STAT4",6775
"ENSG00000153283",806.845409242679,-1.68828758854159,0.417808976134522,-4.04081215334639,5.326641276158e-05,0.00230997928942099,"CD96",10225
"ENSG00000211745",17.9660125544259,-3.23417109608976,0.800417031511619,-4.04060754427215,5.33129101949923e-05,0.00230997928942099,"TRBV4-2",NA
"ENSG00000091622",816.92932713087,0.902027364088868,0.223454647568358,4.03673574886342,5.42000590295577e-05,0.00234479978023558,"PITPNM3",83394
"ENSG00000143110",794.290847790688,-1.29809435213893,0.321716476251075,-4.03490168506591,5.46251652844336e-05,0.00235955502414007,"C1orf162",128346
"ENSG00000156234",678.939599675955,-4.58287458792645,1.13704360456086,-4.03051788827078,5.56540930267145e-05,0.00239683130012104,"CXCL13",10563
"ENSG00000154760",1830.79017595386,-0.7944534932773,0.197110517571354,-4.03049772820827,5.56588669615315e-05,0.00239683130012104,"SLFN13",146857
"ENSG00000135960",21.6966548860855,-3.54757922137373,0.881254808516709,-4.02559984591161,5.6830259865017e-05,0.0024404609150468,"EDAR",10913
"ENSG00000205810",21.47491372091,-1.85639393260658,0.461154560987403,-4.0255352319009,5.68458680927666e-05,0.0024404609150468,"KLRC3",3823
"ENSG00000211934",1102.58240849472,-5.25901778696059,1.30778927043364,-4.0213036655491,5.78769363916292e-05,0.00248093243216454,"IGHV1-2",NA
"ENSG00000254539",67.4538147137228,-1.09401831643647,0.272249791600607,-4.01843582690932,5.85857599748556e-05,0.00250397598683469,"RP4-791M13.3",NA
"ENSG00000116191",1168.26901233024,-1.24632156918475,0.31022989056184,-4.01741291571746,5.88405690170479e-05,0.00250397598683469,"RALGPS2",55103
"ENSG00000073282",132.240533268069,-2.75500578692505,0.68565935891571,-4.01803862384635,5.868457962467e-05,0.00250397598683469,"TP63",8626
"ENSG00000223865",5892.8528008269,-1.7079433241107,0.425137998959374,-4.01738571544133,5.88473589591972e-05,0.00250397598683469,"HLA-DPB1",3115
"ENSG00000077420",841.773303838825,-1.93766947873056,0.482327278951917,-4.01733338189178,5.88604249496348e-05,0.00250397598683469,"APBB1IP",54518
"ENSG00000183783",175.049567467912,0.893161402405104,0.222396186881797,4.01608235702268,5.91735843253713e-05,0.0025131976368648,"KCTD8",386617
"ENSG00000140451",132.396114886326,-1.52885502725675,0.380714380522767,-4.01575329294745,5.92562181003845e-05,0.0025131976368648,"PIF1",80119
"ENSG00000225205",138.28021329802,-1.07028178061287,0.266610021436762,-4.01440941658953,5.95948248633207e-05,0.00251994562904737,"AC093818.1",NA
"ENSG00000211968",30.6863870599799,-5.03674853660199,1.25459819974468,-4.01463076993654,5.95389263129364e-05,0.00251994562904737,"IGHV1-58",NA
"ENSG00000173391",171.615192838192,-2.56358595682848,0.639029452561708,-4.01168670168755,6.02864720754821e-05,0.00254535831047114,"OLR1",4973
"ENSG00000179715",580.676083139295,-1.75698065306034,0.438149986095382,-4.00999819426642,6.07192122037805e-05,0.00255594201056303,"PCED1B",91523
"ENSG00000236946",16.3844190766983,-4.21600842969372,1.05131366829177,-4.010228875407,6.06599189762956e-05,0.00255594201056303,"HNRNPA1P70",NA
"ENSG00000234572",8.18756912561385,-3.90773029912748,0.974650121763888,-4.00936727125771,6.08816621950028e-05,0.00255645813774912,"AC007880.1",101927438
"ENSG00000138271",10.5736325216504,-4.71894484873446,1.17701627207075,-4.00924350895534,6.09135767408969e-05,0.00255645813774912,"GPR87",53836
"ENSG00000270356",12.2689621320254,-4.84953978237762,1.20985588228,-4.00836153578767,6.11414699678682e-05,0.00256219261535498,"IGHV1OR15-4",NA
"ENSG00000131401",434.251572365754,-2.75174594194925,0.686623251051283,-4.00765039304462,6.13258099002595e-05,0.00256608757759998,"NAPSB",256236
"ENSG00000161929",242.680485020208,-2.34663994338854,0.585625574228688,-4.00706534457487,6.14778585136755e-05,0.0025686217760245,"SCIMP",388325
"ENSG00000158711",3850.65659973785,-0.510436693332465,0.127513813961968,-4.00299134244944,6.25465918516208e-05,0.00260752592007093,"ELK4",2005
"ENSG00000211645",19.1418729509931,-3.70192939092697,0.924832799860436,-4.00280936347156,6.25947384025291e-05,0.00260752592007093,"IGLV1-50",NA
"ENSG00000137200",4297.69455021082,-0.332728749907745,0.0831696958635959,-4.00060077715618,6.31818724514057e-05,0.00262808508565647,"CMTR1",23070
"ENSG00000160593",807.524635180737,-2.02393460683944,0.506068370732767,-3.99933037488365,6.35219560649866e-05,0.0026383224266814,"JAML",120425
"ENSG00000215559",32.1762983438197,-1.85136040773294,0.463037926234331,-3.99829107474883,6.38014620799653e-05,0.00264601720948181,"ANKRD20A11P",391267
"ENSG00000177272",203.020105736664,-2.1241319701747,0.531482488743091,-3.99661703849938,6.42541210938239e-05,0.00266085981998716,"KCNA3",3738
"ENSG00000125084",15.9923051281252,-2.41302596575113,0.604511888628605,-3.99169315135443,6.56032240025339e-05,0.00271272712859962,"WNT1",7471
"ENSG00000253686",23.7385459836363,-2.29307935040404,0.574670464768439,-3.99025091941696,6.60034316278339e-05,0.00272526227913925,"LINC01484",101928136
"ENSG00000269220",113.354110059261,-1.97048938429885,0.493977322466091,-3.98902802756519,6.63445832419872e-05,0.00273532579102096,"LINC00528",200298
"ENSG00000140678",1520.89299745253,-2.04230749814957,0.512109988206852,-3.98802512190923,6.6625609793469e-05,0.0027388685888305,"ITGAX",3687
"ENSG00000232186",97.4754854571314,-0.872610343526297,0.218803103681588,-3.98810770434115,6.66024266824075e-05,0.0027388685888305,"RP11-311P8.2",NA
"ENSG00000167851",262.912426383286,-1.65829768875427,0.416203482617936,-3.98434361558802,6.76669009282991e-05,0.0027776075692454,"CD300A",11314
"ENSG00000144218",323.986876235095,-1.9988308218808,0.502013358951496,-3.98162874799896,6.84446294271251e-05,0.00280284508659562,"AFF3",3899
"ENSG00000146477",435.697072757968,-1.1088652697813,0.278504317689633,-3.98150118095125,6.84813808243257e-05,0.00280284508659562,"SLC22A3",6581
"ENSG00000213886",22.5527820279163,-3.421328881434,0.859589211245837,-3.98019058019042,6.8860040910968e-05,0.00281424071129148,"UBD",10537
"ENSG00000073861",178.439650031338,-1.96620850170129,0.494042987342191,-3.97983283252116,6.89637453911453e-05,0.00281438238277207,"TBX21",30009
"ENSG00000180353",3741.65624584751,-1.66517250606415,0.418441874797336,-3.97945952916555,6.90721167162065e-05,0.00281471381863706,"HCLS1",3059
"ENSG00000075420",4667.22721535119,0.482770017769479,0.121378819435016,3.9773827099047,6.96779725681577e-05,0.00283528758811038,"FNDC3B",64778
"ENSG00000230937",86.4448473982348,-3.46485710176467,0.871281421269851,-3.97673704176408,6.98673509839525e-05,0.00283887932500208,"MIR205HG",406988
"ENSG00000196374",6.7495801914474,-4.73818007776308,1.19223240461562,-3.97420843404327,7.06137051550608e-05,0.00286505924803272,NA,NA
