"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000174123",355.342596425889,5.05569804929073,0.874179150481389,5.78336608292097,7.32204805736821e-09,2.12354490669982e-06,"TLR10"
"ENSG00000069493",1114.32111043028,2.13493813822144,0.369688979402125,5.77495748365055,7.69725186886225e-09,2.14395138192904e-06,"CLEC2D"
"ENSG00000028277",922.86037735576,3.15468951342519,0.546223722259141,5.77545314285807,7.67462563688059e-09,2.14395138192904e-06,"POU2F2"
"ENSG00000211659",603.086131984321,6.89423603738239,1.19331540341901,5.77737957427639,7.58729897680630e-09,2.14395138192904e-06,NA
"ENSG00000254709",72.824051783195,7.23106443741656,1.25197631605659,5.7757198316599,7.66247839537122e-09,2.14395138192904e-06,"IGLL5"
"ENSG00000240382",434.873931556512,6.71283444081535,1.16610102359619,5.75664912814616,8.57999869377893e-09,2.36639728679793e-06,NA
"ENSG00000242580",46.5514923776824,8.17857003701149,1.4237867077698,5.7442382292094,9.23357158345829e-09,2.5219304445228e-06,NA
"ENSG00000211890",7289.21311935936,5.64322139095859,0.983610786015257,5.73725041570565,9.62259304612624e-09,2.58915899867304e-06,NA
"ENSG00000130475",400.995443822339,3.14599884894423,0.548415282203963,5.73652659039905,9.66378838549228e-09,2.58915899867304e-06,"FCHO1"
"ENSG00000213443",341.720861437592,2.1118587200273,0.368609965997776,5.72925019623598,1.00875518993071e-08,2.66063854764774e-06,NA
"ENSG00000240041",626.431473168594,6.06105327877412,1.05828481462641,5.72724203825391,1.02076484387819e-08,2.66063854764774e-06,NA
"ENSG00000048462",93.7085368358399,4.61976787757499,0.806646052774512,5.72713132567251,1.02143097947518e-08,2.66063854764774e-06,"TNFRSF17"
"ENSG00000231486",206.775431376675,5.50920505167605,0.963560456488731,5.71754996230532,1.0807090533986e-08,2.76386428092812e-06,NA
"ENSG00000130487",156.084843740246,4.20101214853714,0.734705234398906,5.71795592551368,1.07813096678323e-08,2.76386428092812e-06,"KLHDC7B"
"ENSG00000211642",78.4960102815253,8.01690100099092,1.40265721408001,5.71550976283906,1.09375641100867e-08,2.77203201391856e-06,NA
"ENSG00000241351",2764.57778695927,6.33015894976366,1.11073938476039,5.69904969303777,1.20477107223797e-08,2.99934688532731e-06,NA
"ENSG00000271856",131.043393289985,4.46344678146231,0.783066460923308,5.69995907652524,1.19836192026462e-08,2.99934688532731e-06,"LINC01215"
"ENSG00000211972",73.575926375309,8.21485435223772,1.44409319238315,5.68859017933666,1.28092463334543e-08,3.16096243730469e-06,NA
"ENSG00000253497",39.3297063043605,5.98061582651116,1.05501366542975,5.66875673982387,1.43837412619513e-08,3.51863834070621e-06,NA
"ENSG00000227039",712.624266764115,3.1020668292065,0.548710567615384,5.65337540825508,1.57327165160832e-08,3.81545500888322e-06,"ITGB2-AS1"
"ENSG00000198286",897.451803474882,3.10711982031001,0.549857628306316,5.6507715094917,1.59729294803218e-08,3.81567546588273e-06,"CARD11"
"ENSG00000205744",1579.26820632973,2.19382521361458,0.388258245526013,5.65042787601943,1.60048949585583e-08,3.81567546588273e-06,"DENND1C"
"ENSG00000163599",435.914847124703,3.94422195388501,0.698384999764243,5.64763268858364,1.62672272918531e-08,3.8413311667631e-06,"CTLA4"
"ENSG00000089012",234.194050493388,3.75808016456259,0.665572697881236,5.64638570140564,1.6385601450717e-08,3.8413311667631e-06,"SIRPG"
"ENSG00000188848",66.3559663299029,4.3755308922951,0.776154914381752,5.63744532337392,1.72591377739497e-08,4.01267821369218e-06,"BEND4"
"ENSG00000223648",96.5311920630624,8.41158507039153,1.49461516858704,5.62792700568103,1.82388235467247e-08,4.20569331161032e-06,NA
"ENSG00000116748",51.3672227440356,4.63423153786341,0.824087680341763,5.62346901720642,1.87160344101329e-08,4.28064617907202e-06,"AMPD1"
"ENSG00000105255",35.8528715865357,3.37597945994023,0.603755852478887,5.59163020296898,2.24947513945205e-08,5.10340601798911e-06,"FSD1"
"ENSG00000079263",517.417903806779,3.16189969130066,0.568670648835129,5.56015981795004,2.69527722653216e-08,6.06588311494422e-06,"SP140"
"ENSG00000188389",381.42207181076,3.07124983923311,0.553430107414756,5.54948095176801,2.86518965220927e-08,6.39710438856756e-06,"PDCD1"
"ENSG00000122224",426.118157219761,3.24985044270204,0.58755281780913,5.53116306176541,3.18114431401862e-08,7.04661038125763e-06,"LY9"
"ENSG00000211973",1987.25111420764,6.3046038876174,1.14128085257903,5.52414760430831,3.31089037731344e-08,7.27671625738918e-06,NA
"ENSG00000180422",51.6222315132449,1.86686583551847,0.338543591707431,5.51440311158456,3.49965634718031e-08,7.63196374875012e-06,"LINC00304"
"ENSG00000211949",3167.33402643574,6.48305718620118,1.1763101826082,5.51135005209805,3.56091719257361e-08,7.7058248047293e-06,NA
"ENSG00000065357",3392.00480025215,2.10279194834479,0.381883241046798,5.50637399688117,3.66299922391951e-08,7.86622092880181e-06,"DGKA"
"ENSG00000211648",1749.08805726619,7.87715849534909,1.43093150221574,5.50491654083485,3.69343198070945e-08,7.87148700616048e-06,NA
"ENSG00000211593",1331.37317294872,6.59147300671453,1.19910064151191,5.49701399409104,3.8627605749947e-08,8.17046469892865e-06,NA
"ENSG00000135925",74.4556062250038,3.26107001747404,0.593393418529188,5.49562889584634,3.89320454925581e-08,8.17340525221377e-06,"WNT10A"
"ENSG00000205045",189.662582258576,2.25194523246155,0.409871855449099,5.4942665677644,3.92337495261106e-08,8.17573216050773e-06,"SLFN12L"
"ENSG00000247774",341.091314763269,2.66782019314774,0.486362978953291,5.48524519462644,4.12896311024785e-08,8.54088163363915e-06,"PCED1B-AS1"
"ENSG00000186854",223.831087086409,2.73040082925041,0.49860490222962,5.47608099527467,4.34848710400457e-08,8.92931673064646e-06,"TRABD2A"
"ENSG00000147168",1311.21481035884,2.88232032621419,0.526540502882783,5.47407143502472,4.39811635527016e-08,8.96578328307682e-06,"IL2RG"
"ENSG00000211674",60.2893040101218,6.06755200506865,1.10884447891582,5.47195943203977,4.45086734758843e-08,9.00804318146458e-06,NA
"ENSG00000110665",386.389398598771,2.78079495974555,0.508313636655868,5.47062828776353,4.4844296071159e-08,9.0111409790989e-06,"C11orf21"
"ENSG00000146285",336.407381429466,2.9070051694894,0.532294093942569,5.461276393202,4.72723398087785e-08,9.43166995390467e-06,"SCML4"
"ENSG00000117322",607.027871053866,5.42846082198802,0.995181275016086,5.45474574157384,4.90429685213607e-08,9.71603373551352e-06,"CR2"
"ENSG00000211663",1886.90743642006,6.98871840581463,1.28263832467485,5.44870543111697,5.07377644610454e-08,9.9815020267002e-06,NA
"ENSG00000235304",36.5987095717982,5.32233245837321,0.97727038877743,5.44612066373102,5.1480220401692e-08,1.00572330579194e-05,"LINC01281"
"ENSG00000187862",72.5821438938964,5.43454662033008,0.998913343063083,5.44045853233425,5.31436092860131e-08,1.0310593216787e-05,"TTC24"
"ENSG00000211899",11371.5621564447,5.37533606634715,0.989031290896413,5.43495045690131,5.48116596700497e-08,1.04186595259313e-05,NA
"ENSG00000104814",1077.96781732952,2.90246524860793,0.533887157424854,5.43647699376709,5.43443523623847e-08,1.04186595259313e-05,"MAP4K1"
"ENSG00000234883",174.525477673535,2.82506723336497,0.519762634658138,5.43530266507728,5.47034964486333e-08,1.04186595259313e-05,"MIR155HG"
"ENSG00000013725",837.160342299896,2.97039659916537,0.546823514320416,5.43209375854463,5.56966435876974e-08,1.05158253517389e-05,"CD6"
"ENSG00000147138",175.00712709753,3.38315540828584,0.623205186409624,5.42863808271028,5.67857030151814e-08,1.06499693148206e-05,"GPR174"
"ENSG00000227507",534.507214479189,3.84286498960403,0.708883497839675,5.42101064746911,5.92630297984323e-08,1.10409771807251e-05,"LTB"
"ENSG00000185811",1591.53436043582,2.87887507212424,0.531254237536232,5.41901573430348,5.99280438817806e-08,1.10914192794885e-05,"IKZF1"
"ENSG00000215644",98.9033819970813,5.52933688831101,1.02131912410862,5.41391692154682,6.1660783726937e-08,1.13375239725895e-05,"GCGR"
"ENSG00000247982",1594.61468928069,2.96720285240013,0.548188561470601,5.41274127362335,6.20671397074733e-08,1.13381348977314e-05,"LINC00926"
"ENSG00000177602",71.1789146255195,2.82679208391598,0.522852540572065,5.40648053621987,6.42752084655391e-08,1.16657429971132e-05,"HASPIN"
"ENSG00000181847",526.9341302577,3.46659795569259,0.64135585155706,5.40510848583748,6.47691789665216e-08,1.16800419402961e-05,"TIGIT"
"ENSG00000211904",121.46052359335,8.20422925375632,1.5200857959221,5.39721460181106,6.76834147703752e-08,1.21278332759248e-05,NA
"ENSG00000115085",1682.55088356961,2.73195480326693,0.506323139116485,5.39567440673181,6.82666436526638e-08,1.21549191090933e-05,"ZAP70"
"ENSG00000128815",952.085761704786,3.17461358125285,0.588486965722765,5.39453508091529,6.87012041218203e-08,1.21553602160695e-05,"WDFY4"
"ENSG00000005844",2194.4201362942,2.69823559218135,0.500548190870742,5.3905610716274,7.023804016611e-08,1.23496034122063e-05,"ITGAL"
"ENSG00000260682",413.570142934946,1.89843044697105,0.35228623593512,5.38888623318419,7.08956645655323e-08,1.23878064320345e-05,NA
"ENSG00000159958",173.72507966526,4.98128208833312,0.92503119571575,5.3849882159691,7.24493947819932e-08,1.25811504568335e-05,"TNFRSF13C"
"ENSG00000143851",814.16405900418,2.92761205950001,0.544652475557698,5.37519278968167,7.65007829829913e-08,1.30431516780455e-05,"PTPN7"
"ENSG00000255354",90.2615927742626,4.19887639629751,0.780884371544499,5.37707828368062,7.57042633181619e-08,1.30431516780455e-05,NA
"ENSG00000211666",3145.84079186429,5.98565473711994,1.11336438814374,5.37618662933844,7.60799330529037e-08,1.30431516780455e-05,NA
"ENSG00000165359",1356.09428349326,1.23315430531323,0.229720284122794,5.36806886697938,7.9584167128635e-08,1.34871192148359e-05,"INTS6L"
"ENSG00000196684",958.097694635596,2.78094381116464,0.518713655238695,5.36123115919311,8.26566653902345e-08,1.39239359925633e-05,"HSH2D"
"ENSG00000178199",333.375385269186,2.96745226014152,0.554383203556163,5.35270953576229,8.66468768327608e-08,1.45092258277335e-05,"ZC3H12D"
"ENSG00000162739",949.161469078872,3.44046639471011,0.644941088744863,5.334543657942,9.57851407819717e-08,1.57580560261896e-05,"SLAMF6"
"ENSG00000211964",510.56681525606,5.89493915957372,1.10501901420188,5.33469477340302,9.5705407879431e-08,1.57580560261896e-05,NA
"ENSG00000104972",505.656550038309,2.77623161622797,0.520293202550957,5.33589830237321,9.50726805197874e-08,1.57580560261896e-05,"LILRB1"
"ENSG00000173200",1688.07281884088,3.25217965733553,0.611837920779472,5.31542676072169,1.06407642861797e-07,1.74038360987679e-05,"PARP15"
"ENSG00000182866",1071.15606068458,2.85039759501731,0.536360406623208,5.31433260139895,1.07048937597958e-07,1.74075185693975e-05,"LCK"
"ENSG00000134516",1620.44124340919,2.81564102406393,0.531001173392196,5.30251375166795,1.14218859556626e-07,1.84666951554425e-05,"DOCK2"
"ENSG00000186891",144.012311729728,2.82415413758443,0.532719622620442,5.30138935692373,1.14924690432436e-07,1.84746365214016e-05,"TNFRSF18"
"ENSG00000240671",67.4719654789198,6.06942406515942,1.14608756076783,5.29577693094687,1.185114391325e-07,1.89429761686107e-05,NA
"ENSG00000163508",250.872949552436,3.45403491108864,0.652710399514256,5.29183373462276,1.21095961982856e-07,1.91386045084365e-05,"EOMES"
"ENSG00000259078",7.45912321996131,5.28758106777995,0.999157290870282,5.29204071880853,1.20958950897046e-07,1.91386045084365e-05,NA
"ENSG00000138964",1799.59571271819,2.64600610200948,0.501999823628565,5.27093034193432,1.35733980137366e-07,2.13322253029296e-05,"PARVG"
"ENSG00000086730",652.16234530116,2.34755252702316,0.445615472463801,5.26811269376168,1.37833486186094e-07,2.15418424077067e-05,"LAT2"
"ENSG00000135426",339.418789339587,2.50502665276159,0.475918532241445,5.2635618977971,1.41290908142233e-07,2.19601979439629e-05,"TESPA1"
"ENSG00000250850",10.8623335395745,6.52886326072224,1.24208135062623,5.25638941236059,1.46911048616273e-07,2.25841618561365e-05,NA
"ENSG00000268027",169.24889336596,3.00535897281331,0.571697910784727,5.25690039462989,1.46503607441497e-07,2.25841618561365e-05,NA
"ENSG00000211598",2950.01161192191,5.91091047729637,1.12505305730412,5.25389486204343,1.48915910444467e-07,2.27679477859986e-05,NA
"ENSG00000211945",1003.31557797152,6.77735393206116,1.29337371604383,5.24005849816688,1.60525702399144e-07,2.44103192426633e-05,NA
"ENSG00000140853",4057.45187546965,1.87160479036509,0.35734248679667,5.2375658073652,1.62708292816291e-07,2.46091919005801e-05,"NLRC5"
"ENSG00000163518",27.3008837935811,8.26067369372638,1.57906633723721,5.23136583873958,1.68262132331785e-07,2.53131032446939e-05,"FCRL4"
"ENSG00000268041",41.9333881569525,3.62683418749011,0.694076774114146,5.22540779745737,1.73771696830594e-07,2.60029009321184e-05,"ERFL"
"ENSG00000156886",39.5548623125322,4.53067902496105,0.867682080141597,5.22158879231629,1.77394535620759e-07,2.64045665401226e-05,"ITGAD"
"ENSG00000134242",314.882018899387,2.46283067340745,0.471767581703224,5.22043219781208,1.78506052109748e-07,2.64301697786918e-05,"PTPN22"
"ENSG00000070190",300.781546776116,3.28209243176037,0.628962998366785,5.2182599616876,1.80611850596076e-07,2.66019506857005e-05,"DAPP1"
"ENSG00000211967",294.786358462807,6.11967756634331,1.17316348831164,5.21638938418588,1.82444443523685e-07,2.67319119021266e-05,NA
"ENSG00000178562",353.252445405093,3.36769435617874,0.646315471842194,5.21060457763729,1.88226244630475e-07,2.73579208216743e-05,"CD28"
"ENSG00000172578",1137.71295671618,3.14133959898022,0.602923930486322,5.21017567912157,1.88661902438675e-07,2.73579208216743e-05,"KLHL6"
"ENSG00000163600",169.82225624655,3.25444450130245,0.625630585323634,5.20186285269117,1.97300806566028e-07,2.84639296939257e-05,"ICOS"
"ENSG00000239855",516.486324197093,6.87394336800417,1.32289102549893,5.19615239313583,2.03455493800972e-07,2.92020915898416e-05,NA
"ENSG00000265206",156.355940712258,4.10883727280478,0.792321061503466,5.18582361676474,2.15062282109216e-07,3.07113305598806e-05,NA
"ENSG00000211956",792.497444753965,6.31667201776739,1.21847733063319,5.18407019889726,2.17095159560096e-07,3.08450557007305e-05,NA
"ENSG00000115165",961.329390404723,2.62932473665686,0.507297349477635,5.18300507456678,2.18339095810112e-07,3.08659067504023e-05,"CYTIP"
"ENSG00000205056",296.977019022045,5.24394004016092,1.01229122935988,5.18026817586568,2.21567130941498e-07,3.11656326382311e-05,NA
